Winner,win_by,last_round,last_round_time,date_time,R_fighter,B_fighter,R_current_lose_streak,B_current_lose_streak,R_current_win_streak,B_current_win_streak,R_wins,B_wins,R_age,B_age,R_total_title_bouts,B_total_title_bouts,R_win_by_KO/TKO,B_win_by_KO/TKO,R_KD,B_KD,R_SIG_STR._landed,R_SIG_STR._attempted,B_SIG_STR._landed,B_SIG_STR._attempted,R_TOTAL_STR._landed,R_TOTAL_STR._attempted,B_TOTAL_STR._landed,B_TOTAL_STR._attempted,R_TD_landed,R_TD_attempted,B_TD_landed,B_TD_attempted,R_total_no._fights,B_total_no._fights,R_SIG_STR._attempted_total,R_SIG_STR._landed_total,R_TOTAL_STR._attempted_total,R_TOTAL_STR._landed_total,R_TD_attempted_total,R_TD_landed_total,B_SIG_STR._attempted_total,B_SIG_STR._landed_total,B_TOTAL_STR._attempted_total,B_TOTAL_STR._landed_total,B_TD_attempted_total,B_TD_landed_total,fight_time,R_fight_time_total,B_fight_time_total,R_SIG_STR._faced_total,B_SIG_STR._faced_total,R_SIG_STR._defended_total,B_SIG_STR._defended_total,R_TOTAL_STR._faced_total,B_TOTAL_STR._faced_total,R_TOTAL_STR._defended_total,B_TOTAL_STR._defended_total,R_TD_faced_total,B_TD_faced_total,R_TD_defended_total,B_TD_defended_total,R_KD_total,B_KD_total,R_finish,B_finish,R_finish_total,B_finish_total,R_SIG_STR._probability,R_SIG_STR._defence_probability,R_SIG_STR._rate,R_TOTAL_STR._probability,R_TOTAL_STR._defence_probability,R_TOTAL_STR._rate,R_TD_probability,R_TD_defence_probability,R_TD_rate,R_KD_rate,R_win_probability,R_finish_rate,B_SIG_STR._probability,B_SIG_STR._defence_probability,B_SIG_STR._rate,B_TOTAL_STR._probability,B_TOTAL_STR._defence_probability,B_TOTAL_STR._rate,B_TD_probability,B_TD_defence_probability,B_TD_rate,B_KD_rate,B_win_probability,B_finish_rate
0.0,Submission,1,249,2011-11-05,Brad Pickett,Renan Barao,0.0,0.0,0.0,1.0,0.0,1.0,33.0,24.0,0.0,0.0,0.0,0.0,0,1,10,56,37,98,10,56,38,99,0,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,46.0,139.0,96.0,7.0,6.0,249,0.0,900.0,0.0,65.0,0.0,36.0,0.0,84.0,0.0,36.0,0.0,1.0,0.0,1.0,0.0,0.0,0,1,0.0,0.0,,,,,,,,,,,,,0.5227272727272727,0.5538461538461539,0.09777777777777778,0.6906474820143885,0.42857142857142855,0.15444444444444444,0.8571428571428571,1.0,0.0077777777777777776,0.0,1.0,0.0
1.0,Submission,1,212,2011-11-05,Thiago Alves,Papy Abedi,1.0,0.0,0.0,0.0,10.0,0.0,28.0,33.0,1.0,0.0,6.0,0.0,1,0,25,45,14,38,30,51,15,39,0,0,0,0,15.0,0.0,377.0,136.0,455.0,198.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,212,2700.0,0.0,359.0,0.0,231.0,0.0,442.0,0.0,239.0,0.0,27.0,0.0,14.0,0.0,1.0,0.0,1,0,0.0,0.0,0.36074270557029176,0.6434540389972145,0.13962962962962963,0.4351648351648352,0.5407239819004525,0.1685185185185185,0.6,0.5185185185185185,0.001851851851851852,0.00037037037037037035,0.6666666666666666,0.0,,,,,,,,,,,,
0.0,Submission,2,189,2011-11-05,Cyrille Diabate,Anthony Perosh,0.0,0.0,1.0,1.0,2.0,1.0,38.0,39.0,0.0,0.0,1.0,0.0,0,0,17,37,17,38,27,49,20,43,0,0,2,6,3.0,4.0,241.0,174.0,272.0,202.0,2.0,1.0,13.0,7.0,18.0,11.0,4.0,1.0,489,1494.0,165.0,177.0,13.0,117.0,5.0,224.0,13.0,125.0,5.0,12.0,0.0,9.0,0.0,2.0,0.0,0,1,1.0,1.0,0.7219917012448133,0.6610169491525424,0.16131191432396252,0.7426470588235294,0.5580357142857143,0.18206157965194109,0.5,0.75,0.0013386880856760374,0.0013386880856760374,0.6666666666666666,0.0006693440428380187,0.5384615384615384,0.38461538461538464,0.07878787878787878,0.6111111111111112,0.38461538461538464,0.10909090909090909,0.25,,0.024242424242424242,0.0,0.25,0.006060606060606061
1.0,Submission,1,17,2011-11-05,Terry Etim,Edward Faaloloto,1.0,1.0,0.0,0.0,5.0,0.0,25.0,27.0,0.0,0.0,1.0,0.0,0,0,5,6,0,3,5,6,0,3,0,0,0,0,8.0,1.0,20.0,7.0,25.0,11.0,0.0,0.0,43.0,17.0,47.0,21.0,0.0,0.0,17,570.0,282.0,45.0,73.0,20.0,46.0,69.0,75.0,24.0,46.0,3.0,1.0,1.0,0.0,0.0,0.0,1,0,0.0,0.0,0.35,0.4444444444444444,0.03508771929824561,0.44,0.34782608695652173,0.043859649122807015,,0.3333333333333333,0.0,0.0,0.625,0.0,0.3953488372093023,0.6301369863013698,0.1524822695035461,0.44680851063829785,0.6133333333333333,0.16666666666666666,,0.0,0.0,0.0,0.0,0.0
1.0,Decision - Unanimous,3,300,2011-11-05,John Maguire,Justin Edwards,0.0,0.0,0.0,1.0,0.0,1.0,28.0,28.0,0.0,0.0,0.0,0.0,0,1,27,38,28,64,70,88,45,87,6,9,0,2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,163.0,83.0,249.0,156.0,33.0,9.0,900,0.0,1800.0,0.0,171.0,0.0,72.0,0.0,257.0,0.0,80.0,0.0,4.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,0.50920245398773,0.42105263157894735,0.09055555555555556,0.6265060240963856,0.311284046692607,0.13833333333333334,0.2727272727272727,0.0,0.018333333333333333,0.0,0.5,0.0
0.0,Decision - Unanimous,3,300,2011-11-05,Rob Broughton,Philip De Fries,1.0,0.0,0.0,0.0,1.0,0.0,28.0,25.0,0.0,0.0,0.0,0.0,0,0,29,40,14,23,102,120,41,52,0,0,3,5,2.0,0.0,156.0,89.0,308.0,212.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900,1603.0,0.0,196.0,0.0,104.0,0.0,237.0,0.0,117.0,0.0,10.0,0.0,2.0,0.0,0.0,0.0,0,0,1.0,0.0,0.5705128205128205,0.5306122448979592,0.09731752963194011,0.6883116883116883,0.4936708860759494,0.19213973799126638,0.0,0.2,0.0006238303181534623,0.0,0.5,0.0006238303181534623,,,,,,,,,,,,
1.0,Decision - Unanimous,3,300,2011-11-05,Michihiro Omigawa,Jason Young,4.0,1.0,0.0,0.0,0.0,0.0,35.0,25.0,0.0,0.0,0.0,0.0,0,0,25,59,32,115,56,94,40,123,4,10,2,3,4.0,1.0,233.0,83.0,299.0,136.0,3.0,1.0,161.0,57.0,208.0,102.0,0.0,0.0,900,1800.0,900.0,411.0,146.0,277.0,69.0,428.0,154.0,282.0,70.0,14.0,9.0,9.0,4.0,0.0,0.0,0,0,0.0,0.0,0.3562231759656652,0.6739659367396593,0.12944444444444445,0.45484949832775917,0.6588785046728972,0.1661111111111111,0.3333333333333333,0.6428571428571429,0.0016666666666666668,0.0,0.0,0.0,0.35403726708074534,0.4726027397260274,0.17888888888888888,0.49038461538461536,0.45454545454545453,0.2311111111111111,,0.4444444444444444,0.0,0.0,0.0,0.0
0.0,KO/TKO,1,40,2011-11-05,Chris Cope,Che Mills,0.0,0.0,1.0,0.0,1.0,0.0,28.0,29.0,0.0,0.0,0.0,0.0,0,2,1,10,11,16,1,10,11,16,0,1,0,0,1.0,0.0,238.0,66.0,256.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,900.0,0.0,125.0,0.0,78.0,0.0,126.0,0.0,78.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0,1,0.0,0.0,0.2773109243697479,0.624,0.2644444444444444,0.32421875,0.6190476190476191,0.28444444444444444,,1.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,
1.0,Decision - Split,3,300,2011-11-05,Chris Cariaso,Vaughan Lee,1.0,0.0,0.0,0.0,1.0,0.0,30.0,29.0,0.0,0.0,0.0,0.0,0,0,52,89,29,56,79,116,101,128,2,3,4,9,2.0,0.0,258.0,111.0,273.0,124.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,900,1800.0,0.0,225.0,0.0,131.0,0.0,243.0,0.0,135.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0,0,0.0,0.0,0.43023255813953487,0.5822222222222222,0.14333333333333334,0.4542124542124542,0.5555555555555556,0.15166666666666667,0.125,0.6666666666666666,0.0044444444444444444,0.0,0.5,0.0,,,,,,,,,,,,
0.0,KO/TKO,1,64,2011-11-12,Cain Velasquez,Junior Dos Santos,0.0,0.0,7.0,7.0,7.0,7.0,29.0,27.0,1.0,0.0,6.0,5.0,0,1,7,14,8,13,7,14,12,19,0,1,0,0,7.0,7.0,67.0,31.0,107.0,62.0,2.0,1.0,505.0,238.0,538.0,262.0,4.0,3.0,64,252.0,2033.0,19.0,206.0,10.0,137.0,23.0,208.0,10.0,137.0,3.0,11.0,2.0,9.0,2.0,3.0,0,1,1.0,1.0,0.4626865671641791,0.5263157894736842,0.26587301587301587,0.5794392523364486,0.43478260869565216,0.4246031746031746,0.5,0.6666666666666666,0.007936507936507936,0.007936507936507936,1.0,0.003968253968253968,0.47128712871287126,0.6650485436893204,0.24840137727496311,0.48698884758364314,0.6586538461538461,0.26463354648303,0.75,0.8181818181818182,0.001967535661583866,0.0014756517461878996,1.0,0.0004918839153959665
0.0,Decision - Unanimous,3,300,2011-11-12,Clay Guida,Benson Henderson,0.0,0.0,4.0,2.0,9.0,2.0,29.0,27.0,0.0,0.0,1.0,0.0,0,1,11,40,40,89,35,65,102,158,2,9,2,7,14.0,2.0,249.0,64.0,406.0,198.0,25.0,12.0,258.0,121.0,385.0,233.0,11.0,10.0,900,2698.0,1800.0,203.0,78.0,157.0,53.0,249.0,117.0,158.0,57.0,5.0,11.0,4.0,7.0,0.0,0.0,0,0,3.0,0.0,0.2570281124497992,0.7733990147783252,0.09229058561897702,0.4876847290640394,0.6345381526104418,0.15048183839881393,0.48,0.8,0.009266123054114159,0.0,0.6428571428571429,0.001111934766493699,0.4689922480620155,0.6794871794871795,0.14333333333333334,0.6051948051948052,0.48717948717948717,0.21388888888888888,0.9090909090909091,0.6363636363636364,0.006111111111111111,0.0,1.0,0.0
1.0,Submission,2,92,2011-11-12,Dustin Poirier,Pablo Garza,0.0,0.0,2.0,2.0,2.0,2.0,22.0,28.0,0.0,0.0,0.0,1.0,0,0,17,47,14,34,31,63,24,44,1,1,0,2,2.0,2.0,294.0,154.0,335.0,190.0,9.0,5.0,55.0,29.0,62.0,36.0,1.0,0.0,392,1800.0,322.0,204.0,38.0,131.0,21.0,271.0,38.0,134.0,21.0,9.0,0.0,7.0,0.0,0.0,1.0,1,0,0.0,2.0,0.5238095238095238,0.6421568627450981,0.16333333333333333,0.5671641791044776,0.4944649446494465,0.18611111111111112,0.5555555555555556,0.7777777777777778,0.005,0.0,1.0,0.0,0.5272727272727272,0.5526315789473685,0.17080745341614906,0.5806451612903226,0.5526315789473685,0.19254658385093168,0.0,,0.003105590062111801,0.003105590062111801,1.0,0.006211180124223602
0.0,Submission,2,136,2011-11-12,Cub Swanson,Ricardo Lamas,0.0,0.0,0.0,1.0,0.0,1.0,28.0,29.0,0.0,0.0,0.0,1.0,0,0,17,43,9,30,20,47,17,38,1,1,2,4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,16.0,32.0,16.0,3.0,1.0,436,0.0,281.0,0.0,30.0,0.0,24.0,0.0,42.0,0.0,24.0,0.0,1.0,0.0,1.0,0.0,1.0,0,1,0.0,1.0,,,,,,,,,,,,,0.5,0.8,0.11387900355871886,0.5,0.5714285714285714,0.11387900355871886,0.3333333333333333,1.0,0.010676156583629894,0.0035587188612099642,1.0,0.0035587188612099642
1.0,Decision - Majority,3,300,2011-11-12,Aaron Rosa,Matt Lucas,1.0,0.0,0.0,0.0,0.0,0.0,28.0,,0.0,0.0,0.0,0.0,0,0,59,99,19,39,256,311,48,75,0,0,1,10,1.0,0.0,179.0,73.0,258.0,135.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900,686.0,0.0,188.0,0.0,100.0,0.0,304.0,0.0,119.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,0,0,0.0,0.0,0.40782122905027934,0.5319148936170213,0.260932944606414,0.5232558139534884,0.39144736842105265,0.3760932944606414,0.0,0.75,0.0014577259475218659,0.0,0.0,0.0,,,,,,,,,,,,
0.0,Decision - Unanimous,3,300,2011-11-12,Norifumi Yamamoto,Darren Uyenoyama,1.0,0.0,0.0,0.0,0.0,0.0,34.0,32.0,0.0,0.0,0.0,0.0,0,0,15,28,15,18,27,40,84,100,1,4,2,3,1.0,0.0,65.0,16.0,66.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900,900.0,0.0,102.0,0.0,64.0,0.0,134.0,0.0,64.0,0.0,15.0,0.0,5.0,0.0,0.0,0.0,0,0,0.0,0.0,0.24615384615384617,0.6274509803921569,0.07222222222222222,0.25757575757575757,0.47761194029850745,0.07333333333333333,0.0,0.3333333333333333,0.0022222222222222222,0.0,0.0,0.0,,,,,,,,,,,,
1.0,Decision - Unanimous,3,300,2011-11-12,Alex Caceres,Cole Escovedo,2.0,2.0,0.0,0.0,0.0,0.0,23.0,30.0,0.0,0.0,0.0,0.0,0,0,102,174,24,58,110,182,28,63,0,0,2,4,2.0,2.0,32.0,15.0,48.0,30.0,0.0,0.0,116.0,58.0,140.0,81.0,1.0,0.0,900,690.0,1470.0,17.0,217.0,6.0,101.0,72.0,285.0,17.0,104.0,14.0,8.0,6.0,1.0,0.0,0.0,0,0,0.0,0.0,0.46875,0.35294117647058826,0.0463768115942029,0.625,0.2361111111111111,0.06956521739130435,,0.42857142857142855,0.0,0.0,0.0,0.0,0.5,0.46543778801843316,0.07891156462585033,0.5785714285714286,0.3649122807017544,0.09523809523809523,0.0,0.125,0.0006802721088435374,0.0,0.0,0.0
1.0,Decision - Split,3,300,2011-11-12,Mike Pierce,Paul Bradley,1.0,1.0,0.0,0.0,4.0,0.0,31.0,28.0,0.0,0.0,1.0,0.0,0,0,75,144,63,145,133,206,69,155,0,1,0,4,6.0,1.0,259.0,126.0,437.0,291.0,24.0,13.0,67.0,13.0,75.0,19.0,12.0,3.0,900,2920.0,900.0,229.0,123.0,142.0,80.0,306.0,135.0,149.0,80.0,6.0,1.0,5.0,1.0,1.0,0.0,0,0,2.0,0.0,0.4864864864864865,0.6200873362445415,0.0886986301369863,0.665903890160183,0.4869281045751634,0.14965753424657535,0.5416666666666666,0.8333333333333334,0.00821917808219178,0.00034246575342465754,0.6666666666666666,0.0006849315068493151,0.19402985074626866,0.6504065040650406,0.07444444444444444,0.25333333333333335,0.5925925925925926,0.08333333333333333,0.25,1.0,0.013333333333333334,0.0,0.0,0.0
1.0,KO/TKO,1,94,2011-11-12,DaMarques Johnson,Clay Harvison,1.0,1.0,0.0,0.0,3.0,1.0,29.0,31.0,1.0,0.0,1.0,0.0,1,0,6,20,6,21,6,20,6,21,0,0,0,0,6.0,2.0,196.0,72.0,230.0,101.0,7.0,3.0,135.0,69.0,203.0,131.0,1.0,1.0,94,2006.0,1272.0,333.0,197.0,169.0,114.0,436.0,255.0,193.0,126.0,12.0,22.0,3.0,15.0,1.0,0.0,1,0,2.0,0.0,0.3673469387755102,0.5075075075075075,0.09770687936191426,0.4391304347826087,0.4426605504587156,0.11465603190428714,0.42857142857142855,0.25,0.003489531405782652,0.0004985044865403788,0.5,0.0009970089730807576,0.5111111111111111,0.5786802030456852,0.10613207547169812,0.645320197044335,0.49411764705882355,0.15959119496855345,1.0,0.6818181818181818,0.0007861635220125787,0.0,0.5,0.0
1.0,Decision - Unanimous,3,300,2011-11-19,Stephan Bonnar,Kyle Kingsbury,0.0,0.0,2.0,4.0,7.0,4.0,34.0,29.0,1.0,0.0,2.0,1.0,0,0,36,74,31,53,133,183,38,60,4,6,0,0,13.0,5.0,192.0,92.0,350.0,229.0,9.0,5.0,423.0,183.0,454.0,210.0,27.0,14.0,900,1388.0,1821.0,145.0,386.0,90.0,219.0,164.0,490.0,91.0,221.0,3.0,4.0,3.0,2.0,1.0,1.0,0,0,1.0,1.0,0.4791666666666667,0.6206896551724138,0.138328530259366,0.6542857142857142,0.5548780487804879,0.2521613832853026,0.5555555555555556,1.0,0.006484149855907781,0.0007204610951008645,0.5384615384615384,0.0007204610951008645,0.4326241134751773,0.5673575129533679,0.23228995057660626,0.46255506607929514,0.45102040816326533,0.24931356397583745,0.5185185185185185,0.5,0.014827018121911038,0.0005491488193300384,0.8,0.0005491488193300384
1.0,KO/TKO,2,289,2011-11-19,Wanderlei Silva,Cung Le,1.0,0.0,0.0,0.0,3.0,0.0,35.0,39.0,1.0,0.0,2.0,0.0,1,0,43,104,32,81,51,112,32,81,0,0,0,1,9.0,0.0,8.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,589,27.0,0.0,10.0,0.0,1.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.375,0.1,0.2962962962962963,0.375,0.07692307692307693,0.2962962962962963,,,0.0,0.0,0.3333333333333333,0.0,,,,,,,,,,,,
1.0,Submission,2,87,2011-11-19,Urijah Faber,Brian Bowles,1.0,0.0,0.0,2.0,1.0,2.0,32.0,31.0,1.0,0.0,0.0,0.0,1,0,36,61,13,68,44,69,14,69,1,1,0,0,2.0,2.0,280.0,99.0,303.0,119.0,16.0,3.0,147.0,48.0,169.0,66.0,2.0,2.0,387,2400.0,1110.0,309.0,138.0,208.0,107.0,327.0,161.0,209.0,110.0,16.0,0.0,11.0,0.0,0.0,0.0,1,0,0.0,1.0,0.3535714285714286,0.6731391585760518,0.11666666666666667,0.3927392739273927,0.6391437308868502,0.12625,0.1875,0.6875,0.006666666666666667,0.0,0.5,0.0,0.32653061224489793,0.7753623188405797,0.13243243243243244,0.3905325443786982,0.6832298136645962,0.15225225225225225,1.0,,0.0018018018018018018,0.0,1.0,0.0009009009009009009
0.0,Decision - Split,3,300,2011-11-19,Rick Story,Martin Kampmann,1.0,2.0,0.0,0.0,6.0,8.0,27.0,29.0,0.0,0.0,1.0,1.0,0,0,61,170,38,147,73,183,55,165,1,3,3,9,8.0,12.0,522.0,240.0,747.0,453.0,36.0,14.0,313.0,136.0,362.0,183.0,3.0,1.0,900,3975.0,2700.0,253.0,288.0,142.0,199.0,370.0,328.0,145.0,207.0,30.0,39.0,16.0,33.0,1.0,1.0,0,0,1.0,0.0,0.45977011494252873,0.5612648221343873,0.13132075471698113,0.606425702811245,0.3918918918918919,0.1879245283018868,0.3888888888888889,0.5333333333333333,0.009056603773584906,0.00025157232704402514,0.75,0.00025157232704402514,0.43450479233226835,0.6909722222222222,0.11592592592592593,0.505524861878453,0.6310975609756098,0.13407407407407407,0.3333333333333333,0.8461538461538461,0.0011111111111111111,0.00037037037037037035,0.6666666666666666,0.0
1.0,KO/TKO,1,77,2011-11-19,Ryan Bader,Jason Brilz,2.0,2.0,0.0,0.0,5.0,3.0,28.0,36.0,1.0,0.0,2.0,1.0,1,0,6,14,1,13,6,14,1,13,0,0,0,0,7.0,6.0,172.0,51.0,209.0,78.0,18.0,5.0,196.0,89.0,287.0,172.0,19.0,6.0,77,1576.0,1820.0,185.0,157.0,131.0,99.0,209.0,206.0,132.0,104.0,2.0,4.0,0.0,1.0,0.0,0.0,1,0,0.0,0.0,0.29651162790697677,0.7081081081081081,0.10913705583756345,0.37320574162679426,0.631578947368421,0.13261421319796954,0.2777777777777778,0.0,0.011421319796954314,0.0,0.7142857142857143,0.0,0.45408163265306123,0.6305732484076433,0.1076923076923077,0.5993031358885017,0.5048543689320388,0.1576923076923077,0.3157894736842105,0.25,0.010439560439560439,0.0,0.5,0.0
0.0,Decision - Unanimous,5,300,2011-11-19,Mauricio Rua,Dan Henderson,0.0,0.0,1.0,3.0,4.0,5.0,29.0,41.0,3.0,3.0,4.0,1.0,0,1,96,194,77,141,191,293,113,179,5,10,1,4,7.0,7.0,97.0,42.0,107.0,51.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500,1085.0,0.0,143.0,0.0,56.0,0.0,173.0,0.0,58.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0,0,2.0,0.0,0.4329896907216495,0.3916083916083916,0.08940092165898618,0.4766355140186916,0.3352601156069364,0.09861751152073733,0.0,0.0,0.0009216589861751152,0.0018433179723502304,0.5714285714285714,0.0018433179723502304,,,,,,,,,,,0.7142857142857143,
0.0,Submission,1,127,2011-11-19,Tom Lawlor,Chris Weidman,0.0,0.0,1.0,2.0,3.0,2.0,28.0,27.0,0.0,0.0,0.0,0.0,0,0,2,7,3,6,2,7,3,6,0,0,1,1,5.0,2.0,167.0,91.0,286.0,200.0,8.0,5.0,122.0,52.0,215.0,130.0,9.0,6.0,127,1330.0,1194.0,116.0,83.0,66.0,51.0,147.0,107.0,66.0,56.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,0.0,1.0,0.5449101796407185,0.5689655172413793,0.1255639097744361,0.6993006993006993,0.4489795918367347,0.21503759398496242,0.625,1.0,0.006015037593984963,0.0007518796992481203,0.6,0.0,0.4262295081967213,0.6144578313253012,0.10217755443886097,0.6046511627906976,0.5233644859813084,0.1800670016750419,0.6666666666666666,,0.007537688442211055,0.0,1.0,0.0008375209380234506
1.0,KO/TKO,1,292,2011-11-19,Danny Castillo,Shamar Bailey,1.0,1.0,0.0,0.0,1.0,1.0,32.0,29.0,0.0,0.0,0.0,0.0,0,0,22,34,3,4,45,61,21,23,3,3,0,0,2.0,2.0,133.0,77.0,189.0,129.0,15.0,6.0,275.0,68.0,311.0,98.0,14.0,5.0,292,1800.0,1800.0,61.0,442.0,43.0,331.0,106.0,450.0,46.0,331.0,11.0,1.0,6.0,1.0,0.0,0.0,1,0,0.0,0.0,0.5789473684210527,0.7049180327868853,0.07388888888888889,0.6825396825396826,0.4339622641509434,0.105,0.4,0.5454545454545454,0.008333333333333333,0.0,0.5,0.0,0.24727272727272728,0.748868778280543,0.1527777777777778,0.31511254019292606,0.7355555555555555,0.17277777777777778,0.35714285714285715,1.0,0.0077777777777777776,0.0,0.5,0.0
0.0,Submission,2,42,2011-11-19,Matt Brown,Seth Baczynski,0.0,0.0,1.0,1.0,5.0,1.0,30.0,30.0,0.0,0.0,3.0,0.0,0,0,19,34,17,49,28,43,22,55,1,1,1,5,9.0,2.0,156.0,82.0,251.0,171.0,7.0,5.0,151.0,63.0,182.0,91.0,4.0,0.0,342,2263.0,1272.0,155.0,61.0,76.0,31.0,217.0,107.0,88.0,35.0,26.0,6.0,13.0,3.0,1.0,1.0,0,1,0.0,1.0,0.5256410256410257,0.49032258064516127,0.068935041979673,0.6812749003984063,0.4055299539170507,0.11091471498011489,0.7142857142857143,0.5,0.0030932390631904553,0.0004418912947414936,0.5555555555555556,0.0,0.41721854304635764,0.5081967213114754,0.11871069182389937,0.5,0.32710280373831774,0.1430817610062893,0.0,0.5,0.0031446540880503146,0.0007861635220125787,0.5,0.0007861635220125787
1.0,KO/TKO,1,56,2011-11-19,Michael McDonald,Alex Soto,0.0,0.0,2.0,0.0,2.0,0.0,20.0,27.0,0.0,0.0,0.0,0.0,2,0,12,24,6,8,12,24,6,8,0,0,0,0,2.0,0.0,174.0,83.0,190.0,95.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,56,1800.0,0.0,183.0,0.0,94.0,0.0,222.0,0.0,101.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1,0,0.0,0.0,0.47701149425287354,0.5136612021857924,0.09666666666666666,0.5,0.45495495495495497,0.10555555555555556,0.8571428571428571,0.75,0.0038888888888888888,0.0,1.0,0.0,,,,,,,,,,,,
1.0,Decision - Split,3,300,2011-11-19,Gleison Tibau,Rafael Dos Anjos,0.0,0.0,2.0,1.0,9.0,4.0,28.0,27.0,0.0,0.0,1.0,1.0,0,0,56,128,25,96,64,136,39,110,2,4,0,8,14.0,7.0,318.0,108.0,405.0,181.0,16.0,10.0,119.0,44.0,155.0,76.0,7.0,3.0,900,2561.0,1340.0,309.0,134.0,215.0,106.0,384.0,172.0,218.0,112.0,15.0,6.0,14.0,4.0,2.0,1.0,0,0,2.0,2.0,0.33962264150943394,0.6957928802588996,0.12417024599765716,0.4469135802469136,0.5677083333333334,0.15814135103475205,0.625,0.9333333333333333,0.006247559547051933,0.0007809449433814916,0.6428571428571429,0.0007809449433814916,0.3697478991596639,0.7910447761194029,0.08880597014925373,0.49032258064516127,0.6511627906976745,0.11567164179104478,0.42857142857142855,0.6666666666666666,0.0052238805970149255,0.0007462686567164179,0.5714285714285714,0.0014925373134328358
1.0,Decision - Unanimous,3,300,2011-11-19,Miguel Torres,Nick Pace,1.0,1.0,0.0,0.0,1.0,1.0,30.0,24.0,0.0,0.0,0.0,0.0,0,0,64,122,31,69,150,212,41,79,0,1,1,3,2.0,2.0,207.0,83.0,303.0,168.0,1.0,0.0,160.0,49.0,210.0,91.0,13.0,9.0,900,1800.0,1773.0,158.0,232.0,135.0,155.0,227.0,282.0,154.0,158.0,5.0,3.0,0.0,2.0,0.0,0.0,0,0,0.0,1.0,0.40096618357487923,0.8544303797468354,0.115,0.5544554455445545,0.6784140969162996,0.16833333333333333,0.0,0.0,0.0005555555555555556,0.0,0.5,0.0,0.30625,0.6681034482758621,0.09024252679075014,0.43333333333333335,0.5602836879432624,0.11844331641285956,0.6923076923076923,0.6666666666666666,0.007332205301748449,0.0,0.5,0.0005640157924421884
1.0,KO/TKO,3,214,2011-12-03,Michael Bisping,Jason Miller,0.0,1.0,3.0,0.0,11.0,0.0,32.0,30.0,1.0,0.0,7.0,0.0,0,0,102,192,27,119,150,244,38,131,0,0,1,11,14.0,1.0,615.0,244.0,626.0,253.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,814,2214.0,0.0,441.0,0.0,333.0,0.0,448.0,0.0,333.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,1,0,1.0,0.0,0.3967479674796748,0.7551020408163265,0.2777777777777778,0.40415335463258784,0.7433035714285714,0.2827461607949413,0.23076923076923078,0.8,0.005871725383920506,0.00045167118337850043,0.7857142857142857,0.00045167118337850043,,,,,,,,,,,0.0,
1.0,Submission,1,291,2011-12-03,Diego Brandao,Dennis Bermudez,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,1,1,19,39,25,78,23,43,31,84,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
