Winner,win_by,last_round,last_round_time,date_time,R_fighter,B_fighter,R_current_lose_streak,B_current_lose_streak,R_current_win_streak,B_current_win_streak,R_wins,B_wins,R_age,B_age,R_total_title_bouts,B_total_title_bouts,R_win_by_KO/TKO,B_win_by_KO/TKO,R_KD,B_KD,R_SIG_STR._landed,R_SIG_STR._attempted,B_SIG_STR._landed,B_SIG_STR._attempted,R_TOTAL_STR._landed,R_TOTAL_STR._attempted,B_TOTAL_STR._landed,B_TOTAL_STR._attempted,R_TD_landed,R_TD_attempted,B_TD_landed,B_TD_attempted,R_total_no._fights,B_total_no._fights,R_SIG_STR._attempted_total,R_SIG_STR._landed_total,R_TOTAL_STR._attempted_total,R_TOTAL_STR._landed_total,R_TD_attempted_total,R_TD_landed_total,B_SIG_STR._attempted_total,B_SIG_STR._landed_total,B_TOTAL_STR._attempted_total,B_TOTAL_STR._landed_total,B_TD_attempted_total,B_TD_landed_total,fight_time,R_fight_time_total,B_fight_time_total,R_SIG_STR._faced_total,B_SIG_STR._faced_total,R_SIG_STR._defended_total,B_SIG_STR._defended_total,R_TOTAL_STR._faced_total,B_TOTAL_STR._faced_total,R_TOTAL_STR._defended_total,B_TOTAL_STR._defended_total,R_TD_faced_total,B_TD_faced_total,R_TD_defended_total,B_TD_defended_total,R_KD_total,B_KD_total,R_finish,B_finish,R_finish_total,B_finish_total,R_SIG_STR._probability,R_SIG_STR._defence_probability,R_SIG_STR._rate,R_TOTAL_STR._probability,R_TOTAL_STR._defence_probability,R_TOTAL_STR._rate,R_TD_probability,R_TD_defence_probability,R_TD_rate,R_KD_rate,R_win_probability,R_finish_rate,B_SIG_STR._probability,B_SIG_STR._defence_probability,B_SIG_STR._rate,B_TOTAL_STR._probability,B_TOTAL_STR._defence_probability,B_TOTAL_STR._rate,B_TD_probability,B_TD_defence_probability,B_TD_rate,B_KD_rate,B_win_probability,B_finish_rate
0.0,Decision - Unanimous,3,300,2017-11-25,Kailin Curran,Yan Xiaonan,3.0,0.0,0.0,0.0,1.0,0.0,26.0,28.0,0.0,0.0,0.0,0.0,0,0,52,134,96,211,139,233,106,222,2,6,0,0,6.0,0.0,596.0,268.0,818.0,466.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,900,4041.0,0.0,629.0,0.0,334.0,0.0,902.0,0.0,395.0,0.0,39.0,0.0,24.0,0.0,0.0,0.0,0,0,1.0,0.0,0.44966442953020136,0.5310015898251192,0.14748824548379114,0.5696821515892421,0.4379157427937916,0.202425142291512,0.6923076923076923,0.6153846153846154,0.0032170254887404106,0.0,0.16666666666666666,0.00024746349913387774,,,,,,,,,,,,
1.0,Submission,1,256,2017-11-25,Song Yadong,Bharat Kandare,0.0,0.0,0.0,0.0,0.0,0.0,19.0,30.0,0.0,0.0,0.0,0.0,1,0,8,29,3,30,9,30,3,30,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
0.0,KO/TKO,1,84,2017-11-25,Chase Sherman,Shamil Abdurakhimov,0.0,1.0,2.0,0.0,2.0,2.0,28.0,36.0,0.0,0.0,1.0,0.0,0,1,5,13,6,10,5,13,6,10,0,0,0,0,4.0,4.0,688.0,293.0,694.0,299.0,0.0,0.0,294.0,133.0,400.0,229.0,22.0,5.0,84,2777.0,3219.0,574.0,324.0,325.0,190.0,578.0,356.0,326.0,193.0,6.0,9.0,6.0,7.0,1.0,0.0,0,1,1.0,0.0,0.4258720930232558,0.5662020905923345,0.24774936982355059,0.430835734870317,0.5640138408304498,0.24990997479294202,,1.0,0.0,0.00036010082823190496,0.5,0.00036010082823190496,0.4523809523809524,0.5864197530864198,0.09133271202236719,0.5725,0.5421348314606742,0.12426219322771047,0.22727272727272727,0.7777777777777778,0.006834420627524076,0.0,0.5,0.0
0.0,Decision - Unanimous,3,300,2017-11-25,Wu Yanan,Gina Mazany,0.0,1.0,0.0,0.0,0.0,0.0,21.0,29.0,0.0,0.0,0.0,0.0,0,0,22,51,38,65,41,72,202,255,1,2,5,7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,900,0.0,74.0,0.0,14.0,0.0,7.0,0.0,14.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,0.0,0.5,0.02702702702702703,0.0,0.5,0.02702702702702703,,0.0,0.0,0.0,0.0,0.0
0.0,Decision - Unanimous,3,300,2017-11-25,Wuliji Buren,Rolando Dy,0.0,2.0,0.0,0.0,0.0,0.0,28.0,27.0,0.0,0.0,0.0,0.0,0,1,17,60,26,99,37,81,35,109,4,11,0,1,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,68.0,155.0,73.0,4.0,1.0,900,0.0,1500.0,0.0,191.0,0.0,90.0,0.0,226.0,0.0,93.0,0.0,6.0,0.0,4.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,0.4533333333333333,0.4712041884816754,0.1,0.47096774193548385,0.41150442477876104,0.10333333333333333,0.25,0.6666666666666666,0.0026666666666666666,0.0,0.0,0.0
1.0,KO/TKO,1,15,2017-11-25,Song Kenan,Bobby Nash,0.0,2.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,1,0,14,14,1,3,15,15,1,3,0,0,0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,64.0,218.0,105.0,9.0,3.0,15,0.0,1124.0,0.0,140.0,0.0,79.0,0.0,152.0,0.0,80.0,0.0,2.0,0.0,2.0,0.0,1.0,1,0,0.0,0.0,,,,,,,,,,,,,0.378698224852071,0.5642857142857143,0.15035587188612098,0.481651376146789,0.5263157894736842,0.19395017793594305,0.3333333333333333,1.0,0.00800711743772242,0.0008896797153024911,0.0,0.0
1.0,Decision - Unanimous,5,300,2017-12-01,Nicco Montano,Roxanne Modafferi,0.0,1.0,0.0,0.0,0.0,0.0,28.0,35.0,0.0,0.0,0.0,0.0,0,0,186,456,132,403,242,524,154,433,3,6,2,9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,42.0,218.0,63.0,7.0,0.0,1500,0.0,900.0,0.0,133.0,0.0,53.0,0.0,140.0,0.0,54.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,0.21649484536082475,0.39849624060150374,0.21555555555555556,0.2889908256880734,0.38571428571428573,0.24222222222222223,0.0,0.0,0.0077777777777777776,0.0,0.0,0.0
1.0,Decision - Unanimous,3,300,2017-12-01,Sean O'Malley,Terrion Ware,0.0,1.0,0.0,0.0,0.0,0.0,23.0,31.0,0.0,0.0,0.0,0.0,0,0,141,252,88,288,142,255,96,296,3,6,0,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,152.0,60.0,177.0,78.0,1.0,0.0,900,0.0,900.0,0.0,160.0,0.0,66.0,0.0,194.0,0.0,70.0,0.0,12.0,0.0,4.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,0.39473684210526316,0.4125,0.1688888888888889,0.4406779661016949,0.36082474226804123,0.19666666666666666,0.0,0.3333333333333333,0.0011111111111111111,0.0,0.0,0.0
0.0,Decision - Split,3,300,2017-12-01,Barb Honchak,Lauren Murphy,0.0,1.0,0.0,0.0,0.0,1.0,38.0,34.0,0.0,0.0,0.0,1.0,0,0,71,236,59,197,75,241,77,222,0,0,2,2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,499.0,227.0,835.0,535.0,16.0,4.0,900,0.0,3595.0,0.0,430.0,0.0,233.0,0.0,630.0,0.0,254.0,0.0,20.0,0.0,13.0,0.0,0.0,0,0,0.0,1.0,,,,,,,,,,,,,0.45490981963927857,0.541860465116279,0.1388038942976356,0.6407185628742516,0.4031746031746032,0.23226703755215578,0.25,0.65,0.004450625869262865,0.0,0.25,0.0002781641168289291
0.0,KO/TKO,2,138,2017-12-01,Eric Spicely,Gerald Meerschaert,0.0,1.0,2.0,0.0,2.0,2.0,31.0,29.0,0.0,0.0,0.0,0.0,0,1,17,31,36,85,59,81,45,95,1,5,0,0,3.0,3.0,20.0,13.0,27.0,20.0,9.0,2.0,69.0,32.0,77.0,38.0,10.0,3.0,438,475.0,770.0,26.0,143.0,15.0,75.0,33.0,158.0,15.0,77.0,0.0,2.0,0.0,0.0,0.0,0.0,0,1,2.0,2.0,0.65,0.5769230769230769,0.042105263157894736,0.7407407407407407,0.45454545454545453,0.056842105263157895,0.2222222222222222,,0.018947368421052633,0.0,0.6666666666666666,0.004210526315789474,0.463768115942029,0.5244755244755245,0.08961038961038961,0.4935064935064935,0.4873417721518987,0.1,0.3,0.0,0.012987012987012988,0.0,0.6666666666666666,0.0025974025974025974
,Decision - Majority,3,300,2017-12-01,DeAnna Bennett,Melinda Fabian,0.0,0.0,0.0,0.0,0.0,0.0,33.0,30.0,0.0,0.0,0.0,0.0,0,1,47,81,49,117,82,117,102,175,0,11,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
0.0,Submission,1,120,2017-12-01,Christina Marks,Montana De La Rosa,0.0,0.0,0.0,0.0,0.0,0.0,32.0,22.0,0.0,0.0,0.0,0.0,0,0,10,17,6,17,17,24,8,19,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
0.0,KO/TKO,3,58,2017-12-01,Andrew Sanchez,Ryan Janes,1.0,2.0,0.0,0.0,2.0,1.0,29.0,36.0,1.0,0.0,0.0,0.0,2,0,96,183,159,267,113,200,200,312,3,7,0,0,3.0,3.0,351.0,168.0,519.0,301.0,22.0,10.0,411.0,168.0,480.0,228.0,1.0,1.0,658,2632.0,1894.0,268.0,391.0,144.0,252.0,336.0,409.0,154.0,253.0,3.0,5.0,3.0,3.0,0.0,0.0,0,1,0.0,0.0,0.47863247863247865,0.5373134328358209,0.13335866261398177,0.5799614643545279,0.4583333333333333,0.1971884498480243,0.45454545454545453,1.0,0.008358662613981762,0.0,0.6666666666666666,0.0,0.40875912408759124,0.6445012787723785,0.21700105596620908,0.475,0.6185819070904646,0.25343189017951423,1.0,0.6,0.0005279831045406547,0.0,0.3333333333333333,0.0
0.0,Submission,1,100,2017-12-01,Karine Gevorgyan,Rachael Ostovich,0.0,0.0,0.0,0.0,0.0,0.0,28.0,26.0,0.0,0.0,0.0,0.0,0,0,2,10,3,13,2,10,5,15,0,2,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
0.0,KO/TKO,2,173,2017-12-01,Ariel Beck,Shana Dobson,0.0,0.0,0.0,0.0,0.0,0.0,27.0,28.0,0.0,0.0,0.0,0.0,0,1,35,102,34,95,35,102,36,97,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
1.0,Submission,1,132,2017-12-01,Gillian Robertson,Emily Whitmire,0.0,0.0,0.0,0.0,0.0,0.0,22.0,26.0,0.0,0.0,0.0,0.0,0,0,2,6,9,15,4,8,13,20,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
0.0,Submission,1,30,2017-12-01,Joe Soto,Brett Johns,0.0,0.0,3.0,2.0,3.0,2.0,30.0,25.0,1.0,0.0,0.0,0.0,0,0,0,0,1,9,0,0,1,9,0,1,0,0,6.0,2.0,568.0,237.0,676.0,325.0,17.0,4.0,184.0,105.0,402.0,299.0,20.0,14.0,30,4153.0,1800.0,1115.0,243.0,753.0,162.0,1145.0,291.0,757.0,169.0,20.0,0.0,14.0,0.0,0.0,0.0,0,1,2.0,0.0,0.41725352112676056,0.6753363228699552,0.13676860101131713,0.4807692307692308,0.6611353711790393,0.16277389838670842,0.23529411764705882,0.7,0.0040934264387189985,0.0,0.5,0.0004815795810257645,0.5706521739130435,0.6666666666666666,0.10222222222222223,0.7437810945273632,0.5807560137457045,0.22333333333333333,0.7,,0.011111111111111112,0.0,1.0,0.0
1.0,Decision - Unanimous,3,300,2017-12-02,Tecia Torres,Michelle Waterson,0.0,1.0,2.0,0.0,5.0,2.0,28.0,31.0,0.0,0.0,0.0,0.0,0,0,95,173,56,138,154,238,66,148,1,2,2,3,6.0,3.0,742.0,362.0,957.0,541.0,27.0,4.0,110.0,81.0,182.0,146.0,5.0,5.0,900,4853.0,1426.0,657.0,108.0,475.0,48.0,750.0,138.0,490.0,54.0,13.0,3.0,9.0,1.0,1.0,0.0,0,0,1.0,2.0,0.48787061994609165,0.7229832572298326,0.15289511642283124,0.5653082549634274,0.6533333333333333,0.19719760972594272,0.14814814814814814,0.6923076923076923,0.0055635689264372555,0.000206058108386565,0.8333333333333334,0.000206058108386565,0.7363636363636363,0.4444444444444444,0.07713884992987377,0.8021978021978022,0.391304347826087,0.1276297335203366,1.0,0.3333333333333333,0.0035063113604488078,0.0,0.6666666666666666,0.001402524544179523
1.0,KO/TKO,3,291,2017-12-02,Max Holloway,Jose Aldo,0.0,1.0,11.0,0.0,14.0,8.0,25.0,31.0,2.0,10.0,7.0,2.0,0,0,174,397,87,163,181,406,89,165,0,0,0,1,17.0,10.0,2643.0,1163.0,2783.0,1285.0,5.0,4.0,1389.0,564.0,1511.0,676.0,17.0,12.0,891,12056.0,11185.0,2244.0,1538.0,1490.0,1031.0,2319.0,1767.0,1505.0,1066.0,95.0,64.0,79.0,58.0,8.0,3.0,1,0,9.0,2.0,0.44003026863412786,0.6639928698752228,0.2192269409422694,0.4617319439453827,0.6489866321690384,0.23083941605839417,0.8,0.8315789473684211,0.00041473125414731257,0.0006635700066357001,0.8235294117647058,0.0007465162574651626,0.4060475161987041,0.6703511053315995,0.12418417523468932,0.44738583719391134,0.6032823995472553,0.135091640590076,0.7058823529411765,0.90625,0.0015198927134555207,0.00026821636119803307,0.8,0.0001788109074653554
0.0,KO/TKO,1,102,2017-12-02,Alistair Overeem,Francis Ngannou,0.0,0.0,2.0,5.0,8.0,5.0,37.0,31.0,1.0,0.0,5.0,3.0,0,1,1,4,6,14,1,4,11,20,0,1,0,0,12.0,5.0,563.0,412.0,708.0,546.0,10.0,3.0,163.0,78.0,193.0,104.0,0.0,0.0,102,6037.0,1376.0,530.0,86.0,302.0,51.0,650.0,123.0,313.0,53.0,13.0,15.0,10.0,11.0,8.0,2.0,0,1,5.0,4.0,0.7317939609236235,0.569811320754717,0.09325824084810336,0.7711864406779662,0.4815384615384615,0.11727679310916019,0.3,0.7692307692307693,0.001656451880072884,0.001325161504058307,0.6666666666666666,0.000828225940036442,0.4785276073619632,0.5930232558139535,0.1184593023255814,0.538860103626943,0.43089430894308944,0.14026162790697674,,0.7333333333333333,0.0,0.0014534883720930232,1.0,0.0029069767441860465
1.0,Decision - Unanimous,3,300,2017-12-02,Henry Cejudo,Sergio Pettis,0.0,0.0,1.0,4.0,5.0,7.0,30.0,24.0,1.0,0.0,1.0,0.0,0,0,36,83,25,98,85,148,38,112,3,5,0,1,7.0,9.0,761.0,335.0,950.0,508.0,37.0,13.0,1387.0,523.0,1527.0,648.0,27.0,11.0,900,4994.0,8173.0,753.0,1056.0,538.0,705.0,816.0,1229.0,543.0,734.0,6.0,46.0,6.0,31.0,3.0,1.0,0,0,1.0,0.0,0.44021024967148487,0.7144754316069057,0.15238285943131757,0.5347368421052632,0.6654411764705882,0.19022827392871447,0.35135135135135137,1.0,0.007408890668802563,0.0006007208650380457,0.7142857142857143,0.00020024028834601522,0.37707281903388606,0.6676136363636364,0.169705126636486,0.4243614931237721,0.597233523189585,0.18683469962070232,0.4074074074074074,0.6739130434782609,0.003303560504098862,0.0001223540927444023,0.7777777777777778,0.0
1.0,KO/TKO,3,239,2017-12-02,Eddie Alvarez,Justin Gaethje,2.0,0.0,0.0,1.0,3.0,1.0,33.0,29.0,2.0,0.0,1.0,1.0,1,0,155,356,122,237,162,366,124,240,1,2,0,1,6.0,1.0,538.0,219.0,622.0,286.0,41.0,11.0,174.0,104.0,174.0,104.0,0.0,0.0,839,3955.0,588.0,673.0,200.0,375.0,109.0,817.0,200.0,383.0,109.0,4.0,3.0,4.0,2.0,0.0,0.0,1,0,1.0,1.0,0.4070631970260223,0.5572065378900446,0.13603034134007586,0.45980707395498394,0.46878824969400246,0.1572692793931732,0.2682926829268293,1.0,0.010366624525916562,0.0,0.5,0.00025284450063211124,0.5977011494252874,0.545,0.29591836734693877,0.5977011494252874,0.545,0.29591836734693877,,0.6666666666666666,0.0,0.0,1.0,0.0017006802721088435
0.0,KO/TKO,2,246,2017-12-02,Charles Oliveira,Paul Felder,0.0,0.0,1.0,2.0,10.0,6.0,28.0,33.0,0.0,0.0,0.0,3.0,0,0,6,13,31,46,12,20,37,52,2,3,0,0,18.0,9.0,792.0,397.0,1042.0,628.0,60.0,24.0,851.0,357.0,938.0,438.0,8.0,3.0,546,7597.0,6131.0,805.0,643.0,424.0,337.0,975.0,743.0,444.0,358.0,34.0,38.0,20.0,24.0,2.0,3.0,0,1,9.0,4.0,0.5012626262626263,0.5267080745341615,0.10425167829406344,0.6026871401151631,0.4553846153846154,0.13715940502830065,0.4,0.5882352941176471,0.007897854416216928,0.00026326181387389757,0.5555555555555556,0.0011846781624325392,0.4195064629847238,0.5241057542768274,0.13880280541510356,0.4669509594882729,0.48183041722745623,0.15299298646224108,0.375,0.631578947368421,0.0013048442342195401,0.0004893165878323275,0.6666666666666666,0.0006524221171097701
0.0,Submission,1,219,2017-12-02,Jeremy Kimball,Dominick Reyes,0.0,0.0,1.0,0.0,1.0,0.0,26.0,27.0,0.0,0.0,1.0,0.0,0,0,4,6,16,28,4,6,27,42,1,4,1,1,2.0,0.0,42.0,22.0,46.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219,228.0,0.0,37.0,0.0,21.0,0.0,38.0,0.0,21.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,1,1.0,0.0,0.5238095238095238,0.5675675675675675,0.18421052631578946,0.5652173913043478,0.5526315789473685,0.20175438596491227,,1.0,0.0,0.0043859649122807015,0.5,0.0043859649122807015,,,,,,,,,,,,
1.0,Decision - Unanimous,3,300,2017-12-02,David Teymur,Drakkar Klose,0.0,0.0,3.0,1.0,3.0,1.0,28.0,29.0,0.0,0.0,2.0,0.0,0,0,52,137,39,100,71,164,55,118,1,3,2,7,3.0,1.0,315.0,154.0,323.0,162.0,9.0,3.0,110.0,68.0,163.0,114.0,2.0,2.0,900,1671.0,900.0,203.0,80.0,106.0,58.0,211.0,102.0,106.0,58.0,5.0,0.0,4.0,0.0,2.0,0.0,0,0,2.0,0.0,0.4888888888888889,0.5221674876847291,0.18850987432675045,0.5015479876160991,0.5023696682464455,0.19329742669060443,0.3333333333333333,0.8,0.005385996409335727,0.0011968880909634949,1.0,0.0011968880909634949,0.6181818181818182,0.725,0.12222222222222222,0.6993865030674846,0.5686274509803921,0.1811111111111111,1.0,,0.0022222222222222222,0.0,1.0,0.0
1.0,Decision - Split,3,300,2017-12-02,Felice Herrig,Cortney Casey,0.0,0.0,3.0,1.0,4.0,3.0,33.0,30.0,0.0,0.0,0.0,1.0,0,0,76,262,91,233,82,268,92,234,1,2,0,0,5.0,6.0,430.0,156.0,597.0,304.0,15.0,6.0,745.0,300.0,925.0,464.0,3.0,2.0,900,3304.0,4030.0,392.0,529.0,196.0,268.0,569.0,800.0,218.0,302.0,10.0,18.0,6.0,4.0,0.0,0.0,0,0,2.0,2.0,0.3627906976744186,0.5,0.1301452784503632,0.509212730318258,0.38312829525483305,0.18069007263922518,0.4,0.6,0.004539951573849879,0.0,0.8,0.0006053268765133172,0.40268456375838924,0.5066162570888468,0.184863523573201,0.5016216216216216,0.3775,0.22952853598014888,0.6666666666666666,0.2222222222222222,0.0007444168734491315,0.0,0.5,0.0004962779156327543
1.0,KO/TKO,2,274,2017-12-02,Amanda Cooper,Angela Magana,1.0,2.0,0.0,0.0,1.0,0.0,26.0,34.0,1.0,0.0,0.0,0.0,0,0,40,60,12,31,131,184,17,38,1,3,0,1,3.0,2.0,204.0,77.0,249.0,115.0,4.0,2.0,169.0,45.0,182.0,57.0,3.0,1.0,574,1322.0,1658.0,174.0,256.0,82.0,113.0,211.0,320.0,85.0,120.0,4.0,4.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.37745098039215685,0.47126436781609193,0.15431164901664146,0.46184738955823296,0.4028436018957346,0.18835098335854766,0.5,0.0,0.0030257186081694403,0.0,0.3333333333333333,0.0,0.26627218934911245,0.44140625,0.10193003618817853,0.3131868131868132,0.375,0.1097708082026538,0.3333333333333333,0.0,0.0018094089264173703,0.0,0.0,0.0
0.0,KO/TKO,1,261,2017-12-02,Sabah Homasi,Abdul Razak Alhassan,1.0,1.0,0.0,0.0,0.0,1.0,29.0,32.0,0.0,0.0,0.0,1.0,0,1,39,60,27,61,41,62,34,70,0,2,1,3,1.0,2.0,80.0,33.0,88.0,38.0,2.0,2.0,121.0,55.0,124.0,56.0,0.0,0.0,261,476.0,953.0,118.0,167.0,47.0,113.0,130.0,228.0,48.0,127.0,0.0,9.0,0.0,3.0,0.0,3.0,0,1,0.0,1.0,0.4125,0.3983050847457627,0.16806722689075632,0.4318181818181818,0.36923076923076925,0.18487394957983194,1.0,,0.004201680672268907,0.0,0.0,0.0,0.45454545454545453,0.6766467065868264,0.12696747114375656,0.45161290322580644,0.5570175438596491,0.13011542497376705,,0.3333333333333333,0.0,0.0031479538300104933,0.5,0.001049317943336831
1.0,KO/TKO,1,153,2017-12-02,Justin Willis,Allen Crowder,0.0,0.0,1.0,0.0,1.0,0.0,30.0,28.0,0.0,0.0,0.0,0.0,1,0,22,44,15,38,25,47,17,41,0,0,0,0,1.0,0.0,91.0,52.0,114.0,72.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,153,900.0,0.0,114.0,0.0,78.0,0.0,136.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.5714285714285714,0.6842105263157895,0.10111111111111111,0.631578947368421,0.5882352941176471,0.12666666666666668,0.75,,0.0044444444444444444,0.0,1.0,0.0,,,,,,,,,,,,
0.0,KO/TKO,3,122,2017-12-02,Alex Oliveira,Yancy Medeiros,0.0,0.0,2.0,2.0,7.0,5.0,29.0,30.0,0.0,0.0,3.0,1.0,2,2,93,161,75,151,96,164,78,155,2,5,1,1,10.0,10.0,447.0,231.0,665.0,410.0,59.0,21.0,829.0,279.0,859.0,307.0,2.0,0.0,722,5520.0,3936.0,263.0,721.0,117.0,355.0,431.0,765.0,142.0,359.0,24.0,15.0,15.0,11.0,3.0,7.0,0,1,5.0,4.0,0.5167785234899329,0.4448669201520912,0.08097826086956522,0.6165413533834586,0.3294663573085847,0.12047101449275362,0.3559322033898305,0.625,0.010688405797101449,0.0005434782608695652,0.7,0.0009057971014492754,0.3365500603136309,0.492371705963939,0.210619918699187,0.3573923166472643,0.469281045751634,0.21824186991869918,0.0,0.7333333333333333,0.0005081300813008131,0.0017784552845528454,0.5,0.0010162601626016261
0.0,Submission,2,202,2017-12-09,Cub Swanson,Brian Ortega,0.0,0.0,4.0,4.0,10.0,4.0,34.0,26.0,0.0,0.0,4.0,2.0,0,0,60,97,24,70,60,97,24,70,0,0,0,1,13.0,5.0,1665.0,859.0,1869.0,1039.0,19.0,11.0,626.0,200.0,648.0,221.0,6.0,1.0,502,11270.0,3305.0,1834.0,657.0,1144.0,385.0,2198.0,770.0,1203.0,406.0,73.0,23.0,49.0,13.0,6.0,2.0,0,1,4.0,4.0,0.5159159159159159,0.623773173391494,0.14773735581189,0.555912252541466,0.5473157415832575,0.1658385093167702,0.5789473684210527,0.6712328767123288,0.0016858917480035492,0.0005323868677905945,0.7692307692307693,0.000354924578527063,0.3194888178913738,0.5859969558599696,0.18940998487140695,0.3410493827160494,0.5272727272727272,0.19606656580937973,0.16666666666666666,0.5652173913043478,0.001815431164901664,0.000605143721633888,0.8,0.001210287443267776
0.0,Decision - Unanimous,3,300,2017-12-09,Jason Knight,Gabriel Benitez,1.0,1.0,0.0,0.0,4.0,3.0,25.0,29.0,0.0,0.0,1.0,0.0,0,0,36,181,85,192,37,182,91,199,1,9,0,0,6.0,5.0,691.0,261.0,787.0,348.0,22.0,9.0,445.0,184.0,511.0,246.0,0.0,0.0,900,4174.0,3003.0,421.0,454.0,207.0,321.0,526.0,563.0,215.0,345.0,25.0,32.0,13.0,15.0,1.0,1.0,0,0,2.0,2.0,0.37771345875542695,0.4916864608076009,0.16554863440344994,0.44218551461245237,0.40874524714828897,0.1885481552467657,0.4090909090909091,0.52,0.005270723526593196,0.00023957834211787255,0.6666666666666666,0.0004791566842357451,0.4134831460674157,0.7070484581497798,0.1481851481851482,0.48140900195694714,0.6127886323268206,0.17016317016317017,,0.46875,0.0,0.000333000333000333,0.6,0.000666000666000666
1.0,KO/TKO,1,67,2017-12-09,Marlon Moraes,Aljamain Sterling,0.0,0.0,1.0,2.0,1.0,6.0,29.0,28.0,0.0,0.0,0.0,1.0,2,0,7,14,3,10,10,17,3,10,0,0,0,0,2.0,8.0,281.0,89.0,281.0,89.0,4.0,1.0,820.0,401.0,1158.0,717.0,39.0,16.0,67,1800.0,6619.0,239.0,473.0,153.0,326.0,243.0,683.0,153.0,351.0,5.0,19.0,3.0,10.0,0.0,0.0,1,0,0.0,3.0,0.3167259786476868,0.6401673640167364,0.15611111111111112,0.3167259786476868,0.6296296296296297,0.15611111111111112,0.25,0.6,0.0022222222222222222,0.0,0.5,0.0,0.48902439024390243,0.6892177589852009,0.12388578335095936,0.6191709844559585,0.513909224011713,0.1749508989273304,0.41025641025641024,0.5263157894736842,0.005892128720350506,0.0,0.75,0.0004532406707961928
1.0,Decision - Unanimous,3,300,2017-12-09,Eryk Anders,Markus Perez,0.0,0.0,1.0,0.0,1.0,0.0,30.0,29.0,0.0,0.0,1.0,0.0,0,0,79,141,30,60,104,171,41,72,2,4,2,5,1.0,0.0,29.0,23.0,29.0,23.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,900,174.0,0.0,23.0,0.0,9.0,0.0,24.0,0.0,9.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0,1.0,0.0,0.7931034482758621,0.391304347826087,0.16666666666666666,0.7931034482758621,0.375,0.16666666666666666,0.5,1.0,0.011494252873563218,0.005747126436781609,1.0,0.005747126436781609,,,,,,,,,,,,
